DIVISION_NAME,DEPARTMENT_NAME,ART_SV_NAME,BARCODE,UOM,END_QTY,NORMAL_COST
04 DRY FOOD,0420 SWEETED GROCE.2,IMP_มายชูวี่ โยเกิร์ต 67ก,8852117000761,g,18,14.29
05 FRESH FOOD,0560 PERISHABLE,สขอนแก่น สกอีสานพร้อมอุ่น 200g,8850269016081,g,8,52.42
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,QTM ปก.ลูกลื่นสเก็ต527 นง.P3,8851907292317,pc,7,14.61
04 DRY FOOD,0470 HOUSEHOLD,วิซถูพื้นเนเจอร์ชมพู 5.2ลิตร,8850092100155,L,7,142.6
04 DRY FOOD,0461 FACE & COSMETICS,พอนด์ส ไมเซล่า ชาร์โคล ดำ400มล,8851932474269,mL,2,200.488
05 FRESH FOOD,0560 PERISHABLE,เมจิโยเกิร์ตผสมมะม่วง135*4,8850329381784,g,3,43.3
04 DRY FOOD,0460 HBA,ลาวีเลียเจลลี่โคโลญจน์ฟรุ๊ตตี้100มล.,4902806012538,mL,5,30.9
02 HOME LINE,0210 HOUSEWARE,BESICO ตู้ลิ้นชัก1601/4 AB ฟ้า,8853228025148,pc,2,450
02 HOME LINE,0220 HOME DECOR,พรมเช็ดเท้า40X60คละแบบ,4936695289290,pc,41,21
04 DRY FOOD,0420 SWEETED GROCE.2,ลอตเต้ท็อปโปขนมสตรอเบอร์รี่40ก,8852008511239,g,33,17.626
02 HOME LINE,0210 HOUSEWARE,เบสิโคไม้แขวนซิลิโคนโค้ง10กิ๊บ,8859426095440,pc,6,65
02 HOME LINE,0240 HOME IMPROVEMEN,กุญแจ ISON 450-30มม.,8851581000017,,6,203.178
02 HOME LINE,0210 HOUSEWARE,BHP ถุงขยะแบบม้วน 30X40 (P3+2),8851079006736,pc,29,60
04 DRY FOOD,0450 LIQUOR,EL ROSAL SAUVIGNON BLANC 375ML,7804681230786,mL,5,27.8
04 DRY FOOD,0430 SALTED GROCERY,IMP_แม็คคอร์มิคเครื่องปรุงเผ็ด,52100049694,g,21,140.969
02 HOME LINE,0240 HOME IMPROVEMEN,SOLEX กุญแจคล้อง MACH II L45MM,8850879011322,pc,10,273.83
04 DRY FOOD,0430 SALTED GROCERY,ลินน้ำตาลเบเกอร์รี่1KGถุง,8859296300040,kg,6,28.85
04 DRY FOOD,0431 SALTED GROCERY_WHSL,WBPชฎา ผงชูรส 72 กรัม แพ็ค12,8850542110574,g,7,98.131
05 FRESH FOOD,0530 PRODUCE,WRF ถั่วแดงหลวง 500 กรัม,8851483300543,g,19,29
04 DRY FOOD,0430 SALTED GROCERY,โลโบ ผงปรุงแกงเลียง 30 กรัม,8850030161804,g,37,14.599
04 DRY FOOD,0460 HBA,นีเวีย ดีเฟนด์สเปรย์ 150มล.,8850029043586,mL,12,98.94
04 DRY FOOD,0420 SWEETED GROCE.2,BPบิสชินเวเฟอร์ส้ม29กX12,8850987362958,g,16,51.494
02 HOME LINE,0230 RECREATION,BSK_CDU หุ่นแปลงร่างกล่อง,8859701906539,pc,19,39
04 DRY FOOD,0460 HBA,HPPโฟมโกนหนวดเมนทอล175ก,8852053901016,g,11,61.89
05 FRESH FOOD,0510 BUTCHERY,WRF หมูบด มัน 30% แช่แข็ง 1000 ก.,2000008770231,g,11,123
04 DRY FOOD,0410 SWEETED GROCE.1,ดูโปร อีแซดแคร์ 1650 กรัม,8851359984242,g,3,754.571
04 DRY FOOD,0430 SALTED GROCERY,ภูเขาทองซอสปรุงรสอาหาร 700 มล,8851954196279,mL,20,30.361
04 DRY FOOD,0461 FACE & COSMETICS,IN 2 IT ไพร์เมอร์ พลัส15 กรัม,8858000025644,pc,2,145.187
06 PHARMACY,0630 WELL BEING,P_ฟิโลซอฟต์ยูเรียมอยส์ครีม60ก,8852660631023,g,2,88
04 DRY FOOD,0420 SWEETED GROCE.2,DI_WANTWANTปลาเส้นรสออริ 38ก.,6923167522984,g,31,12.872
04 DRY FOOD,0440 BEVERAGE,เนสกาแฟโกลด์ลาเต้ 210มล.,8850011076707,mL,22,24.503
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ตราม้า สีโปสเตอร์ชุด6สี,8851553407660,pc,6,53
04 DRY FOOD,0420 SWEETED GROCE.2,แวนฮูเต็น52%ดาร์กอัลมอนด์40ก,8991001503688,g,9,32.621
04 DRY FOOD,0461 FACE & COSMETICS,Olayครีมโททัลเอฟเฟ็ค50ก NORMAL,4902430360111,g,3,475.42
04 DRY FOOD,0470 HOUSEHOLD,แอมบิเพอเจลดาวนีแพชชั่น180กX3,4987176160041,g,7,164.88
04 DRY FOOD,0460 HBA,แพรอทLQS สกินฟู้ดอัลมอนด์400มล,8851929024149,mL,75,119.77
04 DRY FOOD,0410 SWEETED GROCE.1,มาลีเงาะสอดไส้8.25ออนซ์,8853333000474,pc,54,48.145
06 PHARMACY,0620 OVER THE COUNTER,P_เดลต้าคาร์บอน,8850239005442,pc,2,20.56
05 FRESH FOOD,0530 PRODUCE,WRFเห็ดหูหนูขาวแห้ง 100 ก,8851583023359,g,3,33
06 PHARMACY,0620 OVER THE COUNTER,P_ไนซ์แมส หน้ากากอนามัย50ชิ้น,8857127150086,unit,8,50.842
05 FRESH FOOD,0530 PRODUCE,พุทราจีนแห้ง 100กรัม,8859340404328,g,45,30.4
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,P_พอชเมดิก้าไฟเบอซีส้มซอง18ก,8859017618003,g,16,24.79
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ELP คลิปสีพาสเทล 25มม. แผง P6,8851907316808,pc,7,12.7
02 HOME LINE,0210 HOUSEWARE,CHAMPION ถุงขยะม้วน กลิ่นส้ม ขนาด 18X20 จำนวน 30ใบ,8851079001854,pc,30,23.75
04 DRY FOOD,0470 HOUSEHOLD,เกลดเจลซากุระ180กรัม,8850175020479,g,8,60.68
04 DRY FOOD,0430 SALTED GROCERY,EX_คริสตอลลาน้ำตาลธรรมชาติ,8857122281037,kg,128,24.886
04 DRY FOOD,0420 SWEETED GROCE.2,ดิวเบอร์รี่คุกกี้บลูเบอร์รี่144ก,8850309213296,g,3,18.69
04 DRY FOOD,0472 PAPER,HPP ผ้าอ้อมผู้ใหญ่ L 10ชิ้น,8853095302038,pc,18,113.62
02 HOME LINE,0240 HOME IMPROVEMEN,ซิลิโคนปราศจากกลิ่นกรด ขาว60มล,8850304102021,pc,12,67.9
04 DRY FOOD,0461 FACE & COSMETICS,MBL ฟิต มี ลิควิดรองพื้น 125,6902395774273,mL,1,253.58
02 HOME LINE,0210 HOUSEWARE,BKS กระทะ24ซม. HYPE,2000008619578,pc,9,174.654
04 DRY FOOD,0420 SWEETED GROCE.2,WBPชาช่าเมล็ดทานตะวัน5รส30ก P6,8859559600559,g,8,41.742
04 DRY FOOD,0430 SALTED GROCERY,IMP_เรมิอา ซัลซ่าซอส 250 มล,8710448591795,mL,6,63.35
04 DRY FOOD,0460 HBA,แป้งเย็นตรางูรีเฟรชชิ่ง280 คู่,8852086922361,g,13,95.65
05 FRESH FOOD,0570 FROZEN,WRF FZ มันฝรั่งเส้นเล็ก 1กก.,2000008568487,kg,148,53
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,HORSE ปากกาเคมี 2 หัว น้ำเงิน,8851552201238,pc,39,10.25
04 DRY FOOD,0460 HBA,เภสัชไวท์เทนนิ่งโรลออน ฟ้า35มล,8850233280029,mL,14,18.689
04 DRY FOOD,0450 LIQUOR,สุราเสือไฟ28ดีกรี625CC.(M),8850793001539,cc,3,123.06
04 DRY FOOD,0461 FACE & COSMETICS,RV เดอร์มาลิฟท์ เดย์SPF23 50มล,8992304017827,mL,3,461.37
04 DRY FOOD,0460 HBA,ยาสีฟันสปาร์คเคิล100กรัมบีบ,8858690002611,g,20,85.98
04 DRY FOOD,0410 SWEETED GROCE.1,ซองเดอร์ ข้าวกล้องต้ม+ผักโขม80,8856977002118,g,5,68.36
02 HOME LINE,0210 HOUSEWARE,3M แปรงขัดกระเบื้องร่องยาแนว,638060268452,pc,13,69.69
04 DRY FOOD,0460 HBA,12พลัสมอยส์เจอร์โคโลญชมพู45มล,8851123389112,mL,13,35.2
06 PHARMACY,0630 WELL BEING,P_รีแบคซิลิโคนเจล 15กรัม,8858573001397,g,3,418.7
04 DRY FOOD,0460 HBA,จูโน่แฮร์คัลเลอร์ชินนาม่อน85,8859006127110,mL,10,78.36
04 DRY FOOD,0461 FACE & COSMETICS,ลอรีอัล ไกลโคลิค เดย์ 15 มล,8994993016518,mL,41,131.15
04 DRY FOOD,0460 HBA,เซนโซดายน์แรพพิด100ก.แพ็คคู่,8851007261107,g,9,296.19
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,P_แฮนดี้เฮิร์บไดเตอXเบริน22ก,8856082008272,g,5,25.794
04 DRY FOOD,0410 SWEETED GROCE.1,ไฮคิว ซูเปอโกลด์ พลัสซี 3 2750,8851359985300,g,11,1962.107
04 DRY FOOD,0440 BEVERAGE,เบอร์ดี้ โฮม คาเฟ่แบล็ค1000มล,8850250014331,mL,14,62.153
04 DRY FOOD,0410 SWEETED GROCE.1,มอคโคน่ากาแฟสำเร็จรูปซีเล็ค190,8851753095056,g,4,200.568
04 DRY FOOD,0460 HBA,โพรเทคส์แป้งเย็น ลาเวนเดอ 140ก,8850006938706,g,34,28.083
02 HOME LINE,0230 RECREATION,PSC_พวงกุญแจกระป๋าซิลิโคน 05,8854502036300,pc,12,56
04 DRY FOOD,0430 SALTED GROCERY,BIGC ผงสามเกลอ 100 กรัม,8859519605945,g,7,25.83
05 FRESH FOOD,0560 PERISHABLE,เจ้าสัวขนมคอเป็ด 125 กรัม,8858945530012,g,9,29.44
04 DRY FOOD,0420 SWEETED GROCE.2,ปาร์ตี้คาราเมล 24 กรัม,8851004101116,g,58,7.25
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ฟุตอลูมิเนียม12ลาย+คาดสีA,8850862018918,,18,18
04 DRY FOOD,0470 HOUSEHOLD,ไฟน์ไลน์รีดเรียบ 500มล.แพ็ค3,8851989930428,mL,9,31.71
02 HOME LINE,0210 HOUSEWARE,ทัพพี-เล็ก(ด้ามดำ) SEAGULL POG,8850633030071,,8,31.47
05 FRESH FOOD,0560 PERISHABLE,IMP_ชีสวินเทตส์เมนเลนด์250G,9414832141021,g,9,186.52
02 HOME LINE,0210 HOUSEWARE,BESICO กล่อง50L AB ฟ้า,8851370804475,pc,11,110
04 DRY FOOD,0461 FACE & COSMETICS,จุฬาเฮิร์บ ดีดีวอเตอเมลอน 8ก,8858882901333,g,81,34.345
04 DRY FOOD,0470 HOUSEHOLD,มาจิคลีนแอคทีฟสีส้มขวด 700มล,8851818800243,mL,14,42.6
04 DRY FOOD,0440 BEVERAGE,แฟนต้าน้ำแดง 180 มล.,8851959108178,mL,74,9.31
05 FRESH FOOD,0530 PRODUCE,เฮอริ อัลมอนด์ดิบเม็ดเต็มออแกนิค250ก,8850096148573,g,9,242.25
04 DRY FOOD,0470 HOUSEHOLD,เปาวินวอชพิงค์ซอฟท์ 1700 กรัม,8850002026131,g,8,98.328
05 FRESH FOOD,0560 PERISHABLE,เวรี่ไทย_มะขามคลุกน้ำตาล150ก,8859026100896,g,20,25
05 FRESH FOOD,0560 PERISHABLE,ซันชายน์แดรี่โปรตีนช็อกโก 340,8859473101309,mL,9,36.635
04 DRY FOOD,0410 SWEETED GROCE.1,กลูเซอนา วานิลลา 380ก.,8710428022370,,5,643.38
05 FRESH FOOD,0542 DELICATESSEN_SME,ลูกเผ็ด พริกแกงไตปลา 80ก.,8857127281612,g,36,12.85
05 FRESH FOOD,0570 FROZEN,OISHIEATOเกียวไส้หมูไก่สาหร่าย,8859501300360,g,12,81.19
04 DRY FOOD,0420 SWEETED GROCE.2,ยูโร่มาเบิ้ลเค้ก 144G.(M),8850426000113,g,14,37.357
06 PHARMACY,0620 OVER THE COUNTER,P_GAVISCONดับเบิ้ล แอค 10มล.,8850360035622,mL,23,25.831
04 DRY FOOD,0460 HBA,โดฟ น้ำเงิน แชม360+นวด 330มล.,8851932487177,mL,65,158.82
04 DRY FOOD,0420 SWEETED GROCE.2,คลอเร็ทชูการ์ฟรีเฟรชมินต์15.4ก,7622202006579,g,2,22.615
06 PHARMACY,0630 WELL BEING,P_ไมด้าสบู่ 30กรัม,8856513013608,g,2,21.26
04 DRY FOOD,0410 SWEETED GROCE.1,ทิวลิป ผงโกโก้สีดำ 440ก.,8850939910107,g,18,118.041
04 DRY FOOD,0420 SWEETED GROCE.2,WBPฮอลล์ไอซ์ซีสตรอเบอร์รี100ม,7622201755638,g,36,47.874
06 PHARMACY,0630 WELL BEING,P_เพียวริก้าส์แอคเน่คลีนเซอ100,8859554301277,mL,3,151.87
04 DRY FOOD,0461 FACE & COSMETICS,IN2IT บิลด์ อะบลัช 02 2กรัม,8858000028812,g,3,145.187
04 DRY FOOD,0461 FACE & COSMETICS,สมูทอีเซนซิทีฟเจล 1.5 ออนซ์,9300807043646,oz,7,97.196
04 DRY FOOD,0461 FACE & COSMETICS,มี แฟลตเชพ อายบราวS201,8850208212109,pc,6,99.56
04 DRY FOOD,0430 SALTED GROCERY,น้ำจิ้มสุกี้พันท้ายนรสิงห์ 750กรัม,8850058003261,g,9,81.498
04 DRY FOOD,0472 PAPER,โมลฟิกซ์ซิลกี้บรีซเทป S84,8690536819324,pc,16,321.084
04 DRY FOOD,0461 FACE & COSMETICS,พอนด์ส เอจ ยูธ เดย์ครีม6ก,8851932461740,g,12,20.887
04 DRY FOOD,0460 HBA,รีจอยส์แชมพูซอฟท์&สมูท60มล.,4902430432313,mL,2,14.02
04 DRY FOOD,0410 SWEETED GROCE.1,IMP_แม็กซิม กาแฟอาราบิก้า80ก.,4901111275232,g,9,205.61
04 DRY FOOD,0461 FACE & COSMETICS,BBออร่า&ไบทบูสเตอร์มาส์กชีท20ก,8858842092408,g,70,14.03
06 PHARMACY,0620 OVER THE COUNTER,P_PROPOLIZกระชาย เมาทสเปรย15มล,8856513012144,pc,2,107.48
04 DRY FOOD,0470 HOUSEHOLD,แบคโตเซล3001ย่อยไขมัน300ซีซี,8851699301075,cc,9,37.57
04 DRY FOOD,0460 HBA,ฟลูโอคารีลเจ็ดคุณประโยชน์ 150ก,8934839134709,g,8,69.39
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,AA สมุดสันห่วงA5 40S น้ำเงิน,8858741715576,pc,34,22.43
04 DRY FOOD,0460 HBA,ซันซิล นวด เบาวซีบิ๊กแฮร330มล.,8851932493437,mL,5,147.596
05 FRESH FOOD,0530 PRODUCE,หน่อไม้ดองเปรี้ยว (สับ) 300 กรัม,8858973700647,g,12,28
02 HOME LINE,0210 HOUSEWARE,SUPER LOCK ขวดน้ำ2100ML.,2000007921719,pc,9,66
04 DRY FOOD,0440 BEVERAGE,แฟนต้ารสส้ม ขวด 1.95 ลิตร,8851959129166,L,45,34.59
04 DRY FOOD,0440 BEVERAGE,มาลีพรีเมียมน้ำลิ้นจี่1000มล,8853333015195,,17,77.392
05 FRESH FOOD,0510 BUTCHERY,เนื้อโคขุนทีโบนสเต็ก 320-330 ก,8857120010318,,16,151
04 DRY FOOD,0461 FACE & COSMETICS,ลิปไอซ์ คอรัล พีช,6917246023516,g,21,89.71
04 DRY FOOD,0410 SWEETED GROCE.1,เอนฟาโกร เอพลัส สูตร3 จืด 425ก,8850024101267,g,4,241.533
06 PHARMACY,0620 OVER THE COUNTER,P_BONJELA GEL 15 G,5000158062139,,1,160.44
04 DRY FOOD,0461 FACE & COSMETICS,การ์นิเย่ไลท์ ไนท์ครีม50มล,8992304005206,mL,14,241.13
04 DRY FOOD,0470 HOUSEHOLD,ไบกอน จีโอ 600มล P2,8850175069317,mL,7,190.823
04 DRY FOOD,0460 HBA,แปรงโคโดโมซอฟต์&สลิมกริฟฟี6-12,8850002014855,pc,22,24.792
04 DRY FOOD,0430 SALTED GROCERY,IMP_แม็คคอร์มิค ออริ ทาโค35,52100091709,g,11,34.214
04 DRY FOOD,0460 HBA,เบบี้มายLQSไวซากุระปั้ม800มล,8851123710121,mL,14,170.247
06 PHARMACY,0610 PRESCRIPTION,P_บูโซเนส 64 มคก/โดส ขวด 6 มล.,8855451002309,pc,2,129
04 DRY FOOD,0422 SWEETED GROCE.2_SME,ไวตาเมะ กัมมี่องุ่นเคียวโฮ30ก.,8852010021016,g,39,11.542
05 FRESH FOOD,0560 PERISHABLE,เมจินมสดรสจืด 830*2,8850329183128,mL,5,78.85
04 DRY FOOD,0460 HBA,เดนทิสเต็เม้าท์สเปรย์ 15 มล.,9300807043035,mL,14,138.317
02 HOME LINE,0210 HOUSEWARE,3M แปรงขัดห้องน้ำ2Typeใยสีดำ,8850304077060,pc,7,64.13
05 FRESH FOOD,0560 PERISHABLE,ก๋วยจั๊บเวียดนามเส้นสด350กรัม,8857115170546,,7,24
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,LOUIS เทปโฟม 21MMX1M (BT) เล็ก,8856682004339,pc,5,26
04 DRY FOOD,0472 PAPER,มายด์ เช็ดหน้า เบบี้ 90ผ แพ็ค4,8858678423681,pc,12,108.82
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ไพล๊อต ปากกาเจลJUICE 0.7 แดง,4902505460500,pc,5,25.51
04 DRY FOOD,0460 HBA,ดีเอ็มพีโลชั่นกันแดด SPF50,8851929019565,mL,7,148.75
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,เทปใส2หน้า1213M  3M,8850304000228,,15,70.5
04 DRY FOOD,0440 BEVERAGE,เอส ซอลตี้ลิ้นจี่ พลัสบี1L,8851952134075,mL,54,19.483
04 DRY FOOD,0420 SWEETED GROCE.2,วอชชิ่งแมชชีนลูกอม7ก,8888235009584,g,116,39.066
04 DRY FOOD,0460 HBA,เบนเนตคลาสสิคนมข้าว160กรัม,8850784995717,g,20,32.4
05 FRESH FOOD,0560 PERISHABLE,คิงเชฟยำสาหร่าย100G,8859526804805,g,3,34.8
04 DRY FOOD,0460 HBA,เทพไทย อ่อนโยน เฟรชมิ้นท์ 70ก.,8857123061539,g,13,78.506
04 DRY FOOD,0440 BEVERAGE,ซีวิตวิตามินทับทิม140มล,8851123237062,mL,119,12.787
04 DRY FOOD,0460 HBA,ดีเอ็มพีLQS พรีไบโอติก 450 มล.,8851929024743,mL,9,111.38
04 DRY FOOD,0460 HBA,OGXบราซิลเลี่ยนSH385,22796916013,mL,8,241.333
04 DRY FOOD,0430 SALTED GROCERY,มาม่าBP Plus กุ้งข้น95g. P1,8850987142321,g,0,
04 DRY FOOD,0460 HBA,คอลเกตอ๊อพติคไวท์เพอร์เพิล100ก,6920354836930,g,38,125.417
04 DRY FOOD,0470 HOUSEHOLD,บรีสเพาเวอร์ 2250 กรัม,8851932187589,g,6,141.804
05 FRESH FOOD,0530 PRODUCE,ถั่วเขียวเลาะเปลือกไร่ทิพย500(M),8851683000267,g,11,37
04 DRY FOOD,0460 HBA,WBPอิงอรสบู่น้ำนมแพะ 160ก.P4,8858587006531,g,6,100.29
04 DRY FOOD,0430 SALTED GROCERY,บีเฮร์บข้าวกล้องไรซ์เบอรี่,8858680800326,kg,4,119
04 DRY FOOD,0440 BEVERAGE,ไอวี่นมเปรี้ยวมิกซเบอร์รี150P4,8859645300493,mL,9,31.08
04 DRY FOOD,0461 FACE & COSMETICS,คิวท์เพรสไฮบริดพาวเดอร์ พี30,8850080763065,g,23,53.234
05 FRESH FOOD,0520 SEAFOOD,BDMP ปูดองเค็ม 300 กรัม,8851035603108,g,10,57
04 DRY FOOD,0460 HBA,เต่าเหยียบโลก นูริชชิ่ง 22ก.,8857200098489,g,13,25.641
04 DRY FOOD,0430 SALTED GROCERY,ปุ้มปุ้ย ซาบะเทริยากิ 130กรัม,8850088204805,g,24,28.98
05 FRESH FOOD,0520 SEAFOOD,WRFแซลมอนหั่นชิ้น100ก. X3ชิ้น,8859031233152,g,2,180
04 DRY FOOD,0430 SALTED GROCERY,มาม่าคัพเย็นตาโฟหม้อไฟ60ก.แพค3,8850987142727,g,18,31.855
06 PHARMACY,0610 PRESCRIPTION,P_ไดฟาสต์ ซอฟต์เจล 10S,8853466004325,unit,3,48.6
04 DRY FOOD,0430 SALTED GROCERY,BIGCออริกาโน50G.,8850885910381,g,22,28
